"school_year","school_year_offset","sis_user_id","grade_level","course_id","course_name","course_track","section_id","assessment_window","sequence_index","attendance_category","attendance_probability","score","posterior_readiness_after","is_present_bool","next_sequence_index","next_assessment_window","next_score","next_present","next_readiness","support_risk_next","support_risk_next_45","current_absent","current_readiness_missing","current_readiness","current_readiness_z","sequence_z","readiness_below_45","readiness_45_to_60","readiness_above_60","semester_sin","semester_cos","annual_sin","annual_cos"
"2020-2021",2,"SYN-SIS-000396",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-010","beginning_of_year",5,"at_risk",0.6697,0,NA,FALSE,6,"end_of_year",75.21,TRUE,71.1429,0,0,1,1,45.0969,-0.260547196421998,-0.524840366606305,0,0.096899999999998,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000396",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-010","end_of_year",6,"at_risk",0.6697,75.21,71.1429,TRUE,7,"beginning_of_year",0,FALSE,NA,1,1,0,0,71.1429,1.19667791758176,-0.261588109643275,0,15,11.1429,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000396",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-014","beginning_of_year",7,"at_risk",0.6697,0,NA,FALSE,8,"end_of_year",75.65,TRUE,74.5236,0,0,1,1,46.76785,-0.167060660898517,0.00166414731975435,0,1.76785,0,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000396",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-014","end_of_year",8,"at_risk",0.6697,75.65,74.5236,TRUE,9,"beginning_of_year",73.81,TRUE,73.4568,0,0,0,0,74.5236,1.38582177625152,0.264916404282784,0,15,14.5236,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000396",11,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y04-SEC-025","beginning_of_year",9,"at_risk",0.6697,73.81,73.4568,TRUE,10,"end_of_year",84.14,TRUE,82.0431,0,0,0,0,73.4568,1.32613630625155,0.528168661245813,0,15,13.4568,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000396",11,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y04-SEC-025","end_of_year",10,"at_risk",0.6697,84.14,82.0431,TRUE,11,"beginning_of_year",0,FALSE,NA,1,1,0,0,82.0431,1.80652377443747,0.791420918208843,0,15,22.0431,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000396",12,"MATH-BEYOND-CORE","Beyond Core Math Sequence","beyond_core","Y05-SEC-025","beginning_of_year",11,"at_risk",0.6697,0,NA,FALSE,12,"end_of_year",85.18,TRUE,84.1426,0,0,1,1,67.1097,0.971027901080187,1.05467317517187,0,15,7.1097,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000397",9,"MATH-ALG1","Algebra 1","regular","Y02-SEC-001","beginning_of_year",5,"high",0.9846,22.81,26.2533,TRUE,6,"end_of_year",24.53,TRUE,25.2338,1,1,0,0,26.2533,-1.31481146572405,-0.524840366606305,18.7467,0,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000397",9,"MATH-ALG1","Algebra 1","regular","Y02-SEC-001","end_of_year",6,"high",0.9846,24.53,25.2338,TRUE,7,"beginning_of_year",24.33,TRUE,24.9721,1,1,0,0,25.2338,-1.37185058895705,-0.261588109643275,19.7662,0,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000397",10,"MATH-GEOM","Geometry","regular","Y03-SEC-006","beginning_of_year",7,"high",0.9846,24.33,24.9721,TRUE,8,"end_of_year",30.37,TRUE,30.0403,1,1,0,0,24.9721,-1.386492215784,0.00166414731975435,20.0279,0,0,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000397",10,"MATH-GEOM","Geometry","regular","Y03-SEC-006","end_of_year",8,"high",0.9846,30.37,30.0403,TRUE,9,"beginning_of_year",32.46,TRUE,32.5163,1,1,0,0,30.0403,-1.102935879963,0.264916404282784,14.9597,0,0,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000397",11,"MATH-ALG2","Algebra 2","regular","Y04-SEC-009","beginning_of_year",9,"high",0.9846,32.46,32.5163,TRUE,10,"end_of_year",30.66,TRUE,31.3222,1,1,0,0,32.5163,-0.964408298673233,0.528168661245813,12.4837,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000397",11,"MATH-ALG2","Algebra 2","regular","Y04-SEC-009","end_of_year",10,"high",0.9846,30.66,31.3222,TRUE,11,"beginning_of_year",25.41,TRUE,26.7711,1,1,0,0,31.3222,-1.03121596620882,0.791420918208843,13.6778,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000397",12,"MATH-PRECALC","Precalculus","regular","Y05-SEC-016","beginning_of_year",11,"high",0.9846,25.41,26.7711,TRUE,12,"end_of_year",29.4,TRUE,29.5417,1,1,0,0,26.7711,-1.28584152162395,1.05467317517187,18.2289,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000398",9,"MATH-ALG1","Algebra 1","regular","Y02-SEC-001","beginning_of_year",5,"high",0.9728,42.49,42.8795,TRUE,6,"end_of_year",44.46,TRUE,44.2641,1,1,0,0,42.8795,-0.384606590102099,-0.524840366606305,2.1205,0,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000398",9,"MATH-ALG1","Algebra 1","regular","Y02-SEC-001","end_of_year",6,"high",0.9728,44.46,44.2641,TRUE,7,"beginning_of_year",45.87,TRUE,45.6797,1,0,0,0,44.2641,-0.307140802923661,-0.261588109643275,0.735900000000001,0,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000398",10,"MATH-GEOM","Geometry","regular","Y03-SEC-003","beginning_of_year",7,"high",0.9728,45.87,45.6797,TRUE,8,"end_of_year",52.13,TRUE,51.1551,0,0,0,0,45.6797,-0.227940623572371,0.00166414731975435,0,0.679699999999997,0,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000398",10,"MATH-GEOM","Geometry","regular","Y03-SEC-003","end_of_year",8,"high",0.9728,52.13,51.1551,TRUE,9,"beginning_of_year",0,FALSE,NA,1,1,0,0,51.1551,0.078397792661069,0.264916404282784,0,6.1551,0,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000398",11,"MATH-ALG2","Algebra 2","regular","Y04-SEC-010","beginning_of_year",9,"high",0.9728,0,NA,FALSE,10,"end_of_year",49.39,TRUE,49.6042,1,0,1,1,41.32115,-0.471793365668703,0.528168661245813,3.67885,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000398",11,"MATH-ALG2","Algebra 2","regular","Y04-SEC-010","end_of_year",10,"high",0.9728,49.39,49.6042,TRUE,11,"beginning_of_year",54.77,TRUE,53.9866,0,0,0,0,49.6042,-0.00837216930270375,0.791420918208843,0,4.6042,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000398",12,"MATH-PRECALC","Precalculus","regular","Y05-SEC-017","beginning_of_year",11,"high",0.9728,54.77,53.9866,TRUE,12,"end_of_year",56.23,TRUE,55.7981,0,0,0,0,53.9866,0.236814935804033,1.05467317517187,0,8.9866,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000399",9,"MATH-GEOM","Geometry","regular","Y02-SEC-003","beginning_of_year",5,"normal",0.8764,73.12,68.7566,TRUE,6,"end_of_year",0,FALSE,NA,1,1,0,0,68.7566,1.06316888396634,-0.524840366606305,0,15,8.75660000000001,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000399",9,"MATH-GEOM","Geometry","regular","Y02-SEC-003","end_of_year",6,"normal",0.8764,0,NA,FALSE,7,"beginning_of_year",78.45,TRUE,76.5278,0,0,1,1,45.1174,-0.259400259662531,-0.261588109643275,0,0.117400000000004,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000399",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-012","beginning_of_year",7,"normal",0.8764,78.45,76.5278,TRUE,8,"end_of_year",84.45,TRUE,82.6217,0,0,0,0,76.5278,1.49795302763316,0.00166414731975435,0,15,16.5278,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000399",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-012","end_of_year",8,"normal",0.8764,84.45,82.6217,TRUE,9,"beginning_of_year",79.71,TRUE,79.5094,0,0,0,0,82.6217,1.83889536512174,0.264916404282784,0,15,22.6217,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000399",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-016","beginning_of_year",9,"normal",0.8764,79.71,79.5094,TRUE,10,"end_of_year",78.27,TRUE,77.8823,0,0,0,0,79.5094,1.66476798578081,0.528168661245813,0,15,19.5094,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000399",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-016","end_of_year",10,"normal",0.8764,78.27,77.8823,TRUE,11,"beginning_of_year",0,FALSE,NA,1,1,0,0,77.8823,1.57373477595989,0.791420918208843,0,15,17.8823,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000399",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y05-SEC-023","beginning_of_year",11,"normal",0.8764,0,NA,FALSE,12,"end_of_year",76.24,TRUE,75.9945,0,0,1,1,54.52985,0.267208759929908,1.05467317517187,0,9.52985,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000400",9,"MATH-GEOM","Geometry","regular","Y02-SEC-005","beginning_of_year",5,"normal",0.8861,18.38,22.5107,TRUE,6,"end_of_year",31.05,TRUE,30.2484,1,1,0,0,22.5107,-1.52420295430849,-0.524840366606305,22.4893,0,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000400",9,"MATH-GEOM","Geometry","regular","Y02-SEC-005","end_of_year",6,"normal",0.8861,31.05,30.2484,TRUE,7,"beginning_of_year",23.37,TRUE,24.8225,1,1,0,0,30.2484,-1.09129307315105,-0.261588109643275,14.7516,0,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000400",10,"MATH-ALG2","Algebra 2","regular","Y03-SEC-008","beginning_of_year",7,"normal",0.8861,23.37,24.8225,TRUE,8,"end_of_year",32.26,TRUE,31.6173,1,1,0,0,24.8225,-1.39486205672138,0.00166414731975435,20.1775,0,0,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000400",10,"MATH-ALG2","Algebra 2","regular","Y03-SEC-008","end_of_year",8,"normal",0.8861,32.26,31.6173,TRUE,9,"beginning_of_year",0,FALSE,NA,1,1,0,0,31.6173,-1.01470567168596,0.264916404282784,13.3827,0,0,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000400",11,"MATH-PRECALC","Precalculus","regular","Y04-SEC-018","beginning_of_year",9,"normal",0.8861,0,NA,FALSE,10,"end_of_year",37.21,TRUE,36.7372,1,1,1,1,41.32115,-0.471793365668703,0.528168661245813,3.67885,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000400",11,"MATH-PRECALC","Precalculus","regular","Y04-SEC-018","end_of_year",10,"normal",0.8861,37.21,36.7372,TRUE,11,"beginning_of_year",36.12,TRUE,36.6731,1,1,0,0,36.7372,-0.728256817305711,0.791420918208843,8.2628,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000400",12,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y05-SEC-020","beginning_of_year",11,"normal",0.8861,36.12,36.6731,TRUE,12,"end_of_year",42.09,TRUE,41.7083,1,1,0,0,36.6731,-0.731843092734094,1.05467317517187,8.3269,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000401",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-010","beginning_of_year",5,"high",0.9827,44.49,45.1898,TRUE,6,"end_of_year",51.69,TRUE,50.77,0,0,0,0,45.1898,-0.255349614716901,-0.524840366606305,0,0.189799999999998,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000401",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-010","end_of_year",6,"high",0.9827,51.69,50.77,TRUE,7,"beginning_of_year",46.22,TRUE,46.9732,1,0,0,0,50.77,0.0568521660234725,-0.261588109643275,0,5.77,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000401",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-014","beginning_of_year",7,"high",0.9827,46.22,46.9732,TRUE,8,"end_of_year",43.55,TRUE,44.2167,1,1,0,0,46.9732,-0.155571711456734,0.00166414731975435,0,1.9732,0,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000401",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-014","end_of_year",8,"high",0.9827,43.55,44.2167,TRUE,9,"beginning_of_year",47.83,TRUE,47.5108,1,0,0,0,44.2167,-0.309792744504087,0.264916404282784,0.783299999999997,0,0,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000401",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y04-SEC-020","beginning_of_year",9,"high",0.9827,47.83,47.5108,TRUE,10,"end_of_year",55.7,TRUE,54.594,0,0,0,0,47.5108,-0.125493994291395,0.528168661245813,0,2.5108,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000401",11,"MATH-AP-CALC-AB","AP Calculus AB","ap","Y04-SEC-020","end_of_year",10,"high",0.9827,55.7,54.594,TRUE,11,"beginning_of_year",58.01,TRUE,57.5216,0,0,0,0,54.594,0.270797832765021,0.791420918208843,0,9.594,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000401",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y05-SEC-024","beginning_of_year",11,"high",0.9827,58.01,57.5216,TRUE,12,"end_of_year",59.72,TRUE,59.3524,0,0,0,0,57.5216,0.434591591643827,1.05467317517187,0,12.5216,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000402",9,"MATH-GEOM","Geometry","regular","Y02-SEC-003","beginning_of_year",5,"normal",0.8746,61.01,58.5257,TRUE,6,"end_of_year",0,FALSE,NA,1,1,0,0,58.5257,0.490769113603866,-0.524840366606305,0,13.5257,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000402",9,"MATH-GEOM","Geometry","regular","Y02-SEC-003","end_of_year",6,"normal",0.8746,0,NA,FALSE,7,"beginning_of_year",64.24,TRUE,63.1734,0,0,1,1,45.1174,-0.259400259662531,-0.261588109643275,0,0.117400000000004,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000402",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-012","beginning_of_year",7,"normal",0.8746,64.24,63.1734,TRUE,8,"end_of_year",73.92,TRUE,71.9643,0,0,0,0,63.1734,0.750799258822144,0.00166414731975435,0,15,3.1734,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000402",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-012","end_of_year",8,"normal",0.8746,73.92,71.9643,TRUE,9,"beginning_of_year",68.26,TRUE,68.4304,0,0,0,0,71.9643,1.24263371534889,0.264916404282784,0,15,11.9643,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000402",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-014","beginning_of_year",9,"normal",0.8746,68.26,68.4304,TRUE,10,"end_of_year",79.26,TRUE,77.2574,0,0,0,0,68.4304,1.04491860245716,0.528168661245813,0,15,8.43040000000001,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000402",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-014","end_of_year",10,"normal",0.8746,79.26,77.2574,TRUE,11,"beginning_of_year",0,FALSE,NA,1,1,0,0,77.2574,1.53877278664326,0.791420918208843,0,15,17.2574,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000402",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y05-SEC-023","beginning_of_year",11,"normal",0.8746,0,NA,FALSE,12,"end_of_year",85.35,TRUE,83.6085,0,0,1,1,54.52985,0.267208759929908,1.05467317517187,0,9.52985,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000403",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-009","beginning_of_year",5,"at_risk",0.7373,69.48,66.3021,TRUE,6,"end_of_year",74.11,TRUE,72.4957,0,0,0,0,66.3021,0.925844187570648,-0.524840366606305,0,15,6.3021,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000403",9,"MATH-ALG2-H","Honors Algebra 2","honors","Y02-SEC-009","end_of_year",6,"at_risk",0.7373,74.11,72.4957,TRUE,7,"beginning_of_year",75.57,TRUE,74.6344,0,0,0,0,72.4957,1.27236455407966,-0.261588109643275,0,15,12.4957,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000403",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-015","beginning_of_year",7,"at_risk",0.7373,75.57,74.6344,TRUE,8,"end_of_year",79.23,TRUE,78.0086,0,0,0,0,74.6344,1.3920208295661,0.00166414731975435,0,15,14.6344,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000403",10,"MATH-AP-PRECALC","AP Precalculus","ap","Y03-SEC-015","end_of_year",8,"at_risk",0.7373,79.23,78.0086,TRUE,9,"beginning_of_year",79.74,TRUE,78.9263,0,0,0,0,78.0086,1.5808010253609,0.264916404282784,0,15,18.0086,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000403",11,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y04-SEC-024","beginning_of_year",9,"at_risk",0.7373,79.74,78.9263,TRUE,10,"end_of_year",89.46,TRUE,87.259,0,0,0,0,78.9263,1.6321446284908,0.528168661245813,0,15,18.9263,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000403",11,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y04-SEC-024","end_of_year",10,"at_risk",0.7373,89.46,87.259,TRUE,11,"beginning_of_year",76.06,TRUE,77.1257,0,0,0,0,87.259,2.09834364974009,0.791420918208843,0,15,27.259,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000403",12,"MATH-BEYOND-CORE","Beyond Core Math Sequence","beyond_core","Y05-SEC-025","beginning_of_year",11,"at_risk",0.7373,76.06,77.1257,TRUE,12,"end_of_year",83.17,TRUE,81.7959,0,0,0,0,77.1257,1.53140441731537,1.05467317517187,0,15,17.1257,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000404",9,"MATH-GEOM","Geometry","regular","Y02-SEC-003","beginning_of_year",5,"high",0.9626,72.23,68.0047,TRUE,6,"end_of_year",68.88,TRUE,68.2087,0,0,0,0,68.0047,1.02110148155448,-0.524840366606305,0,15,8.0047,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000404",9,"MATH-GEOM","Geometry","regular","Y02-SEC-003","end_of_year",6,"high",0.9626,68.88,68.2087,TRUE,7,"beginning_of_year",0,FALSE,NA,1,1,0,0,68.2087,1.03251490101454,-0.261588109643275,0,15,8.20869999999999,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000404",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-011","beginning_of_year",7,"high",0.9626,0,NA,FALSE,8,"end_of_year",76.63,TRUE,74.9179,0,0,1,1,65.00405,0.853220711442546,0.00166414731975435,0,15,5.00405000000001,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000404",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-011","end_of_year",8,"high",0.9626,76.63,74.9179,TRUE,9,"beginning_of_year",74.23,TRUE,73.8636,0,0,0,0,74.9179,1.40788212572751,0.264916404282784,0,15,14.9179,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000404",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-016","beginning_of_year",9,"high",0.9626,74.23,73.8636,TRUE,10,"end_of_year",81.55,TRUE,79.9087,0,0,0,0,73.8636,1.34889600741014,0.528168661245813,0,15,13.8636,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000404",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-016","end_of_year",10,"high",0.9626,81.55,79.9087,TRUE,11,"beginning_of_year",77.22,TRUE,77.0897,0,0,0,0,79.9087,1.68710807592984,0.791420918208843,0,15,19.9087,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000404",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y05-SEC-024","beginning_of_year",11,"high",0.9626,77.22,77.0897,TRUE,12,"end_of_year",78.55,TRUE,77.8415,0,0,0,0,77.0897,1.52939028446948,1.05467317517187,0,15,17.0897,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000405",9,"MATH-ALG1","Algebra 1","regular","Y02-SEC-001","beginning_of_year",5,"high",0.9697,15.58,20.1452,TRUE,6,"end_of_year",0,FALSE,NA,1,1,0,0,20.1452,-1.65654826672406,-0.524840366606305,24.8548,0,0,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000405",9,"MATH-ALG1","Algebra 1","regular","Y02-SEC-001","end_of_year",6,"high",0.9697,0,NA,FALSE,7,"beginning_of_year",17.32,TRUE,18.3787,1,1,1,1,45.1174,-0.259400259662531,-0.261588109643275,0,0.117400000000004,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000405",10,"MATH-GEOM","Geometry","regular","Y03-SEC-006","beginning_of_year",7,"high",0.9697,17.32,18.3787,TRUE,8,"end_of_year",25.48,TRUE,25.0395,1,1,0,0,18.3787,-1.75538064650935,0.00166414731975435,26.6213,0,0,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000405",10,"MATH-GEOM","Geometry","regular","Y03-SEC-006","end_of_year",8,"high",0.9697,25.48,25.0395,TRUE,9,"beginning_of_year",20.65,TRUE,21.8793,1,1,0,0,25.0395,-1.38272131151141,0.264916404282784,19.9605,0,0,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000405",11,"MATH-ALG2","Algebra 2","regular","Y04-SEC-010","beginning_of_year",9,"high",0.9697,20.65,21.8793,TRUE,10,"end_of_year",29.34,TRUE,28.804,1,1,0,0,21.8793,-1.55952860650008,0.528168661245813,23.1207,0,0,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000405",11,"MATH-ALG2","Algebra 2","regular","Y04-SEC-010","end_of_year",10,"high",0.9697,29.34,28.804,TRUE,11,"beginning_of_year",29.86,TRUE,30.1985,1,1,0,0,28.804,-1.17210455877905,0.791420918208843,16.196,0,0,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000405",12,"MATH-PRECALC","Precalculus","regular","Y05-SEC-017","beginning_of_year",11,"high",0.9697,29.86,30.1985,TRUE,12,"end_of_year",32.95,TRUE,32.9929,1,1,0,0,30.1985,-1.09408488506799,1.05467317517187,14.8015,0,0,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
"2020-2021",2,"SYN-SIS-000406",9,"MATH-GEOM","Geometry","regular","Y02-SEC-002","beginning_of_year",5,"high",0.9485,77.68,72.609,TRUE,6,"end_of_year",0,FALSE,NA,1,1,0,0,72.609,1.27870347773076,-0.524840366606305,0,15,12.609,6.12323399573677e-16,-1,1,3.06161699786838e-16
"2020-2021",2,"SYN-SIS-000406",9,"MATH-GEOM","Geometry","regular","Y02-SEC-002","end_of_year",6,"high",0.9485,0,NA,FALSE,7,"beginning_of_year",84.9,TRUE,82.485,0,0,1,1,45.1174,-0.259400259662531,-0.261588109643275,0,0.117400000000004,0,-7.34788079488412e-16,1,3.67394039744206e-16,-1
"2021-2022",3,"SYN-SIS-000406",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-010","beginning_of_year",7,"high",0.9485,84.9,82.485,TRUE,8,"end_of_year",80.48,TRUE,80.0535,0,0,0,0,82.485,1.83124725512081,0.00166414731975435,0,15,22.485,8.57252759403147e-16,-1,-1,-4.28626379701574e-16
"2021-2022",3,"SYN-SIS-000406",10,"MATH-ALG2-H","Honors Algebra 2","honors","Y03-SEC-010","end_of_year",8,"high",0.9485,80.48,80.0535,TRUE,9,"beginning_of_year",88.03,TRUE,86.1996,0,0,0,0,80.0535,1.6952093658211,0.264916404282784,0,15,20.0535,-9.79717439317883e-16,1,-4.89858719658941e-16,1
"2022-2023",4,"SYN-SIS-000406",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-014","beginning_of_year",9,"high",0.9485,88.03,86.1996,TRUE,10,"end_of_year",88.49,TRUE,87.3989,0,0,0,0,86.1996,2.03907219593622,0.528168661245813,0,15,26.1996,1.10218211923262e-15,-1,1,5.51091059616309e-16
"2022-2023",4,"SYN-SIS-000406",11,"MATH-AP-PRECALC","AP Precalculus","ap","Y04-SEC-014","end_of_year",10,"high",0.9485,88.49,87.3989,TRUE,11,"beginning_of_year",81.39,TRUE,81.6006,0,0,0,0,87.3989,2.10617079377177,0.791420918208843,0,15,27.3989,-1.22464679914735e-15,1,6.12323399573677e-16,-1
"2023-2024",5,"SYN-SIS-000406",12,"MATH-AP-CALC-BC","AP Calculus BC","ap","Y05-SEC-023","beginning_of_year",11,"high",0.9485,81.39,81.6006,TRUE,12,"end_of_year",89.29,TRUE,87.5099,0,0,0,0,81.6006,1.78176672487336,1.05467317517187,0,15,21.6006,4.89982515786259e-15,-1,-1,-2.44991257893129e-15
