"account_id","segment","region","implementation_complexity","contract_value","tenure_months","product_usage_rate","active_seats_ratio","training_completion_rate","support_tickets_90d","avg_response_hours","prior_incident","escalation_flag"
"ACCT-0564","Mid-Market","East","Medium",36246,20,0.6425,0.4527,0.607,1,8.92,0,0
"ACCT-0565","Mid-Market","South","High",19591,22,0.7646,0.7634,0.7412,4,19.11,1,0
"ACCT-0566","Enterprise","North","High",88562,14,0.8484,0.7315,0.4379,2,21.71,0,0
"ACCT-0567","SMB","East","Low",11381,39,0.6308,0.49,0.7191,5,6.95,1,0
"ACCT-0568","Mid-Market","West","Medium",24001,31,0.6978,0.7153,0.7493,3,14.8,1,0
"ACCT-0569","SMB","North","Medium",11085,8,0.5025,0.4841,NA,2,11.5,0,0
"ACCT-0570","Mid-Market","East","Low",49217,22,0.7694,0.7576,0.5635,1,5.13,0,0
"ACCT-0571","Enterprise","South","Low",79733,58,0.5313,0.5636,0.4816,2,7.49,0,0
"ACCT-0572","Strategic","West","Low",276296,16,0.6646,0.5271,NA,2,17.25,0,0
"ACCT-0573","Mid-Market","North","Low",49870,51,0.5233,0.3659,0.4169,1,17.05,0,0
"ACCT-0574","Mid-Market","East","Low",29549,15,0.9624,0.99,0.7753,1,16.41,1,0
"ACCT-0575","SMB","North","Medium",23174,24,0.5696,0.5783,0.6433,1,16.38,1,0
"ACCT-0576","Mid-Market","North","Low",31043,5,0.6869,0.4431,0.4293,5,37.08,0,1
"ACCT-0577","Enterprise","West","High",74856,49,0.6841,0.9283,0.5744,4,16.8,0,0
"ACCT-0578","Mid-Market","South","High",36760,29,0.6777,0.608,0.3578,5,8.48,1,1
"ACCT-0579","Mid-Market","North","Medium",40335,57,0.6918,0.6838,0.7023,1,5.72,0,0
"ACCT-0580","SMB","North","Low",5880,24,0.501,0.6039,NA,3,14.85,0,1
"ACCT-0581","SMB","West","Medium",14876,13,0.3201,0.4165,NA,4,10.93,0,0
"ACCT-0582","Mid-Market","East","Medium",43728,27,0.4562,0.4083,0.5183,1,8.21,0,0
"ACCT-0583","SMB","North","Low",11923,37,0.6025,0.7198,0.6175,1,15.18,1,1
"ACCT-0584","SMB","South","Medium",9039,12,0.4437,0.5031,0.5028,0,8.3,0,0
"ACCT-0585","Strategic","East","Low",78809,46,0.7968,0.8451,1,3,8.73,1,1
"ACCT-0586","Enterprise","South","Medium",57758,22,0.8082,0.7492,0.9608,2,7.69,0,0
"ACCT-0587","Strategic","South","High",168965,6,0.8019,0.623,0.6312,2,31.82,0,0
"ACCT-0588","Strategic","East","High",152831,55,0.2712,0.4988,0.2485,4,53.3,1,1
"ACCT-0589","SMB","South","Low",10464,55,0.3873,0.4528,0.5312,2,5.87,0,0
"ACCT-0590","Mid-Market","West","Low",45572,9,0.9697,0.9196,0.7289,2,10.39,1,0
"ACCT-0591","Enterprise","South","Low",84780,34,0.5775,0.4563,0.7241,2,15.1,1,1
"ACCT-0592","Mid-Market","East","Low",24128,18,0.7537,0.8096,0.6317,2,14.28,0,0
"ACCT-0593","Mid-Market","West","Low",48035,17,0.9163,0.8524,0.8196,3,9.2,0,0
"ACCT-0594","Enterprise","East","Medium",104998,7,0.8658,0.8148,0.6964,1,19.37,0,0
"ACCT-0595","SMB","South","Low",25880,19,0.4909,0.4139,0.5548,3,16.52,0,0
"ACCT-0596","SMB","North","High",21138,35,0.5439,0.6663,0.2962,3,46.74,1,0
"ACCT-0597","SMB","West","Low",10527,18,0.7759,0.6831,0.8348,1,11.02,0,0
"ACCT-0598","Mid-Market","North","Low",25757,38,0.6915,0.7184,0.5975,4,8.74,0,0
"ACCT-0599","Strategic","East","Medium",155298,60,0.5064,0.4999,0.4435,1,16.97,0,0
"ACCT-0600","Enterprise","North","Low",67942,31,0.8431,0.7267,0.7379,3,11.73,0,0
"ACCT-0601","Enterprise","East","High",174832,17,0.4022,0.5097,0.3271,6,30.46,1,1
"ACCT-0602","Mid-Market","West","Medium",31230,48,0.6696,0.692,0.508,2,11.7,0,0
"ACCT-0603","SMB","West","Low",16136,12,0.99,0.7566,0.7366,2,6.3,0,0
"ACCT-0604","Mid-Market","East","Low",44717,31,0.7604,0.8049,0.831,3,18.17,0,0
"ACCT-0605","Mid-Market","West","High",29826,21,0.4879,0.649,0.2998,2,33.8,0,0
"ACCT-0606","SMB","West","Medium",22286,1,0.6254,0.6325,NA,1,14.51,1,0
"ACCT-0607","SMB","West","Low",20353,28,0.516,0.5185,0.3708,0,2.8,1,0
"ACCT-0608","SMB","East","Low",12796,26,0.6001,0.7398,0.4334,0,15.76,0,0
"ACCT-0609","Mid-Market","West","High",72675,15,0.6773,0.6917,0.3681,5,15.56,1,0
"ACCT-0610","Enterprise","West","Low",114725,24,0.99,0.99,0.8622,1,11.11,0,0
"ACCT-0611","SMB","West","Low",8974,29,0.6274,0.6863,0.7434,1,10.46,0,0
"ACCT-0612","Mid-Market","South","Medium",34019,37,0.4969,0.4757,0.4836,4,9.33,0,0
"ACCT-0613","SMB","South","Medium",17466,34,0.4338,0.3816,0.688,4,11.98,0,0
"ACCT-0614","Mid-Market","North","Low",22971,8,0.8505,0.7988,0.7802,0,19.66,1,0
"ACCT-0615","Enterprise","South","Medium",65899,26,0.7541,0.8067,0.7735,2,8.54,0,0
"ACCT-0616","SMB","South","Medium",7747,38,0.3766,0.3065,0.2181,6,10.26,1,0
"ACCT-0617","Mid-Market","South","High",16841,8,0.7039,0.5235,NA,3,36.12,0,0
"ACCT-0618","Enterprise","West","Low",38082,80,0.4374,0.5637,NA,3,19.39,0,0
"ACCT-0619","Mid-Market","East","Medium",56110,65,0.7598,0.6774,0.5302,1,17.68,0,0
"ACCT-0620","SMB","North","Low",6952,41,0.5874,0.6375,0.6825,5,7.68,0,0
"ACCT-0621","Mid-Market","West","Low",47129,27,0.4355,0.7017,0.4528,0,6.97,0,0
"ACCT-0622","SMB","West","Low",6727,45,0.3756,0.589,0.3977,3,11.73,0,0
"ACCT-0623","Strategic","North","Medium",266873,16,0.7261,0.7315,0.44,3,17.01,0,0
"ACCT-0624","Mid-Market","North","Low",34655,26,0.9295,0.7699,0.4628,1,17.69,0,0
"ACCT-0625","SMB","West","Medium",12264,41,0.4624,0.4863,0.6719,2,13.42,1,0
"ACCT-0626","Mid-Market","East","Low",26767,62,0.9145,0.862,0.7209,1,9.04,0,0
"ACCT-0627","Strategic","North","Low",37924,60,0.676,0.5284,0.3871,4,24.08,1,0
"ACCT-0628","Strategic","North","Low",78148,30,0.9209,0.7999,0.8476,2,21.87,0,0
"ACCT-0629","Mid-Market","West","Medium",65768,31,0.288,0.5011,0.4716,2,9.84,0,0
"ACCT-0630","SMB","North","Low",9877,6,0.7084,0.7337,0.6672,2,7.12,0,0
"ACCT-0631","Enterprise","East","Medium",126789,21,0.5654,0.3586,0.5161,3,12.56,0,0
"ACCT-0632","Mid-Market","West","Low",62365,21,0.8596,0.686,0.7463,2,10.83,0,0
"ACCT-0633","Enterprise","North","Medium",85235,11,0.7528,0.5911,0.7501,2,12.64,0,0
"ACCT-0634","SMB","East","Medium",21661,49,0.4737,0.3986,NA,3,18.38,0,0
"ACCT-0635","SMB","South","High",32656,23,0.7323,0.6526,0.5372,3,13.72,1,0
"ACCT-0636","SMB","South","Medium",13721,21,0.4632,0.4063,0.5173,6,14.67,0,0
"ACCT-0637","Mid-Market","West","Low",71343,18,0.8781,0.9096,0.8097,0,32.57,0,0
"ACCT-0638","Strategic","West","Medium",114575,36,0.8521,0.8342,0.8096,1,18.9,0,0
"ACCT-0639","Strategic","East","High",135060,16,0.5291,0.5038,0.6053,6,43.89,1,1
"ACCT-0640","SMB","West","Low",13370,14,0.7442,0.5397,0.617,4,16.93,0,0
"ACCT-0641","Mid-Market","West","Low",49534,11,0.99,0.7515,0.9734,3,8.29,0,0
"ACCT-0642","Mid-Market","South","High",58229,44,0.8105,0.8601,0.6634,1,30.44,0,0
"ACCT-0643","SMB","East","Low",12119,17,0.5005,0.4487,0.3838,5,12.28,0,0
"ACCT-0644","SMB","North","Medium",8181,26,0.6727,0.6578,0.6852,1,13.63,1,0
"ACCT-0645","Mid-Market","South","Medium",28048,9,0.633,0.5157,0.6898,7,22.77,0,0
"ACCT-0646","Mid-Market","West","High",52343,33,0.4743,0.4493,0.2653,1,12.14,0,1
"ACCT-0647","SMB","East","Low",21712,22,0.6126,0.4869,0.398,4,16.72,0,1
"ACCT-0648","SMB","East","Low",13603,57,0.7632,0.7338,0.8082,4,11.35,1,0
"ACCT-0649","Mid-Market","South","Medium",34641,35,0.8101,0.5173,0.7074,2,16.1,0,0
"ACCT-0650","Mid-Market","East","Medium",84587,24,0.6019,0.6074,0.5686,4,8.95,0,0
"ACCT-0651","Mid-Market","East","Low",28672,12,0.6121,0.5453,0.5531,1,4.96,1,0
"ACCT-0652","Enterprise","North","High",46967,18,0.5446,0.6441,0.2965,3,11.34,0,0
"ACCT-0653","Mid-Market","North","Low",20093,48,0.4809,0.3966,0.4271,7,7.53,0,0
"ACCT-0654","Mid-Market","North","Medium",27639,23,0.6272,0.5668,0.6678,2,14.58,0,0
"ACCT-0655","Mid-Market","North","High",20603,57,0.4945,0.5616,0.3923,5,21.92,0,0
"ACCT-0656","SMB","West","Medium",5541,73,0.6574,0.6142,0.5986,5,25.32,0,0
"ACCT-0657","Mid-Market","East","Low",33864,96,0.5878,0.5924,0.5604,2,9.11,0,0
"ACCT-0658","SMB","East","Low",6024,53,0.4676,0.3975,0.491,5,17.63,0,1
"ACCT-0659","SMB","South","Medium",7902,31,0.6334,0.5257,0.6207,5,14.08,0,0
"ACCT-0660","Enterprise","South","Low",41653,53,0.6306,0.5566,0.5697,4,16.22,0,0
"ACCT-0661","SMB","South","High",18763,5,0.3807,0.536,0.4612,3,31.74,0,1
"ACCT-0662","Enterprise","North","Medium",157093,52,0.4944,0.33,NA,4,10.9,1,1
"ACCT-0663","SMB","East","Low",32460,22,0.6527,0.7258,0.6075,1,13.04,0,1
"ACCT-0664","SMB","North","Medium",13709,15,0.5118,0.5716,0.6686,4,15.03,0,0
"ACCT-0665","Mid-Market","South","Low",49967,30,0.8015,0.6549,0.5325,2,15.66,0,0
"ACCT-0666","SMB","West","Medium",28298,23,0.574,0.5349,0.5568,4,27.84,0,0
"ACCT-0667","Mid-Market","North","Medium",35095,29,0.6892,0.3838,0.5737,0,16.5,0,0
"ACCT-0668","SMB","North","Low",12000,8,0.6294,0.6134,0.7044,2,12.01,0,0
"ACCT-0669","Mid-Market","West","Medium",39425,55,0.9489,0.72,0.8066,1,13.86,0,0
"ACCT-0670","SMB","East","Low",21208,6,0.4073,0.534,0.6141,4,9.13,0,0
"ACCT-0671","SMB","West","Medium",21776,47,0.1902,0.3341,0.4409,5,16.85,1,1
"ACCT-0672","Enterprise","West","Low",106822,20,0.6086,0.466,0.7821,4,28.64,0,0
"ACCT-0673","SMB","West","High",8564,57,0.237,0.69,0.2835,4,38.73,0,0
"ACCT-0674","Mid-Market","South","High",67441,36,0.3642,0.515,0.4507,8,21.28,0,1
"ACCT-0675","Strategic","East","Medium",112965,32,0.8899,0.8372,0.7474,1,9.4,0,0
"ACCT-0676","Enterprise","East","Low",98710,8,0.6052,0.4637,NA,1,13.95,0,0
"ACCT-0677","Enterprise","North","Low",27266,31,0.6396,0.8859,0.6279,4,92.31,1,1
"ACCT-0678","Mid-Market","West","High",9799,5,0.5309,0.3735,0.265,2,14.72,0,0
"ACCT-0679","Mid-Market","West","Low",41895,18,0.99,0.9475,0.8423,1,7.54,0,0
"ACCT-0680","Enterprise","North","Medium",106080,17,0.6103,0.3855,0.6603,1,12.06,0,0
"ACCT-0681","Enterprise","South","Low",108937,30,0.6814,0.7142,0.6473,4,25.55,0,0
"ACCT-0682","Mid-Market","East","Low",26652,96,0.5599,0.5596,0.4584,3,6.56,0,0
"ACCT-0683","SMB","West","Low",28943,52,0.5246,0.6498,0.501,3,23.92,0,0
"ACCT-0684","Mid-Market","North","Medium",19232,4,0.9755,0.99,NA,2,18.32,1,1
"ACCT-0685","SMB","West","Medium",27241,33,0.5281,0.533,0.3961,2,14.21,0,0
"ACCT-0686","Enterprise","North","Low",196175,12,0.8344,0.6573,0.6455,2,8.3,0,0
"ACCT-0687","Enterprise","East","Low",70382,32,0.5223,0.3335,0.4477,4,7.19,0,0
"ACCT-0688","SMB","South","Medium",13299,16,0.7352,0.6892,0.6811,6,8.43,1,1
"ACCT-0689","Mid-Market","North","Medium",36588,42,0.4961,0.4917,0.4851,1,14.15,0,0
"ACCT-0690","SMB","East","Low",9924,15,0.6179,0.7827,0.6702,0,12.72,1,0
"ACCT-0691","Enterprise","East","High",103596,47,0.7713,0.8978,0.4925,5,27.45,1,0
"ACCT-0692","SMB","East","Medium",24016,15,0.7064,0.7467,0.5257,3,12.51,0,0
"ACCT-0693","Mid-Market","North","Medium",81243,23,0.557,0.7209,0.5386,2,5.43,0,0
"ACCT-0694","SMB","North","Low",28116,54,0.6467,0.6804,0.7736,3,7.66,0,0
"ACCT-0695","Enterprise","West","High",70714,22,0.3543,0.3535,0.4988,3,30.75,0,0
"ACCT-0696","SMB","North","Low",8031,11,0.5855,0.6146,0.7888,5,13.88,0,0
"ACCT-0697","SMB","East","Medium",25729,14,0.3301,0.5004,NA,5,11.83,1,0
"ACCT-0698","SMB","West","Medium",24332,27,0.2955,0.3582,NA,4,14.66,0,0
"ACCT-0699","Mid-Market","South","Low",10064,27,0.3123,0.4673,0.3243,2,11.92,1,0
"ACCT-0700","Strategic","East","Low",261065,41,0.99,0.8506,0.8149,2,9.34,0,0
"ACCT-0701","Enterprise","North","Low",50227,21,0.8351,0.6701,0.7578,0,13.12,0,0
"ACCT-0702","Strategic","West","Low",190719,23,0.8961,0.7246,0.7807,2,11.48,0,0
"ACCT-0703","Enterprise","West","Low",31736,31,0.95,0.7732,0.8222,2,11.97,0,0
"ACCT-0704","SMB","North","High",11609,47,0.6898,0.5723,0.5518,3,15.61,1,0
"ACCT-0705","Enterprise","South","Medium",66120,25,0.7226,0.6424,0.731,0,9.13,0,0
"ACCT-0706","SMB","South","Medium",16601,26,0.6245,0.4979,0.563,4,6.59,1,0
"ACCT-0707","SMB","North","Low",7620,14,0.6718,0.6732,0.7473,4,17.91,0,0
"ACCT-0708","Enterprise","South","High",60255,52,0.6517,0.9014,0.6001,5,38.93,0,0
"ACCT-0709","Enterprise","West","Medium",69631,96,0.7448,0.6882,0.6394,1,7.35,0,0
"ACCT-0710","Mid-Market","East","Low",36356,47,0.7726,0.6467,0.777,0,10.01,0,0
"ACCT-0711","SMB","East","Low",6809,34,0.587,0.4219,0.7455,0,8.42,1,0
"ACCT-0712","Enterprise","North","Medium",72235,6,0.4676,0.4714,0.4219,9,16.25,0,0
"ACCT-0713","SMB","East","Low",18585,39,0.2496,0.3242,0.0969,3,14.79,0,1
"ACCT-0714","Strategic","South","Low",106584,16,0.8362,0.869,0.6433,1,17.92,1,0
"ACCT-0715","Enterprise","North","Low",49516,18,0.4881,0.3948,0.6747,5,19.71,0,1
"ACCT-0716","Enterprise","North","Medium",101059,17,0.7136,0.5705,0.4269,2,21.22,0,0
"ACCT-0717","Mid-Market","North","Low",54680,16,0.6127,0.6204,0.5403,2,7.34,1,1
"ACCT-0718","SMB","South","Medium",12614,50,0.654,0.7386,0.687,1,6.86,0,0
"ACCT-0719","Mid-Market","South","High",72596,59,0.9133,0.7162,0.7066,1,27.46,1,0
"ACCT-0720","Enterprise","East","Medium",79247,17,0.8519,0.7288,0.8858,0,12.47,0,0
"ACCT-0721","SMB","West","Medium",10077,6,0.4088,0.4564,0.41,1,14.13,0,0
"ACCT-0722","SMB","West","Low",9466,78,0.8985,0.7301,0.6198,2,13.55,0,0
"ACCT-0723","SMB","South","Low",8507,10,0.7172,0.6995,0.7294,4,32.05,0,0
"ACCT-0724","Enterprise","North","Low",73762,10,0.8647,0.6017,0.9197,2,17,0,0
"ACCT-0725","Mid-Market","East","Low",37126,32,0.7938,0.6921,0.7092,1,8.5,0,0
"ACCT-0726","SMB","East","Medium",34513,74,0.3858,0.6859,0.3856,7,22.41,0,0
"ACCT-0727","SMB","South","High",15735,8,0.4076,0.3455,0.3555,6,21.27,1,1
"ACCT-0728","SMB","East","Low",13756,26,0.8056,0.6408,NA,2,12,1,0
"ACCT-0729","Mid-Market","East","High",41891,29,0.8139,0.94,0.5349,3,35.64,1,0
"ACCT-0730","SMB","East","Low",27271,10,0.5676,0.4979,0.4818,4,11.31,1,0
"ACCT-0731","Mid-Market","East","Low",31580,51,0.7954,0.6566,0.736,5,15.27,0,0
"ACCT-0732","Mid-Market","North","Medium",56047,28,0.7803,0.4896,0.5562,1,13.13,0,0
"ACCT-0733","Enterprise","East","High",54105,42,0.5452,0.4863,0.393,3,23.28,0,0
"ACCT-0734","SMB","South","Low",7968,39,0.6573,0.5267,0.5715,3,16.23,0,0
"ACCT-0735","SMB","South","Low",25628,27,0.7664,0.5752,0.6333,1,7.5,0,0
"ACCT-0736","Enterprise","West","Medium",234410,13,0.99,0.9098,0.6786,6,28.1,0,0
"ACCT-0737","Enterprise","North","Low",116198,42,0.9335,0.9456,0.8235,3,15.2,0,0
"ACCT-0738","SMB","East","High",11192,19,0.3301,0.2736,0.2978,7,11.31,1,1
"ACCT-0739","Enterprise","South","High",63075,21,0.3202,0.3069,0.0033,5,76.31,0,1
"ACCT-0740","Strategic","East","Low",345966,66,0.8282,0.6974,0.8916,3,12.77,1,0
"ACCT-0741","SMB","North","Medium",20076,22,0.8041,0.7695,0.4447,3,12.6,0,0
"ACCT-0742","Mid-Market","South","High",24092,18,0.7073,0.4962,0.3863,1,13.68,0,0
"ACCT-0743","Strategic","South","Medium",326809,15,0.7453,0.6513,0.647,1,17.23,1,0
"ACCT-0744","Mid-Market","South","High",48277,31,0.5625,0.5409,0.4238,4,20.59,0,1
"ACCT-0745","Mid-Market","North","Medium",37339,72,0.6523,0.6099,0.8081,3,8.27,0,0
"ACCT-0746","SMB","West","Medium",16784,74,0.6484,0.7862,0.5072,1,15.21,0,0
"ACCT-0747","Enterprise","West","Low",227590,20,0.9264,0.6688,0.8032,2,20.17,0,0
"ACCT-0748","SMB","East","Medium",15732,19,0.4408,0.5525,NA,4,8.85,0,0
"ACCT-0749","Mid-Market","West","High",119673,11,0.7877,0.6201,NA,3,28.25,0,0
"ACCT-0750","Strategic","West","Medium",161602,20,0.8571,0.7152,0.6341,0,11.43,0,0
"ACCT-0751","Enterprise","North","Low",95944,22,0.8455,0.6097,NA,1,13.29,0,1
"ACCT-0752","SMB","South","Medium",16376,20,0.6415,0.4044,0.7741,4,15.3,0,0
"ACCT-0753","Mid-Market","East","Medium",21263,27,0.5547,0.5302,0.5017,1,25.88,0,1
"ACCT-0754","Enterprise","North","Medium",78017,45,0.7448,0.4753,NA,1,13.08,0,0
"ACCT-0755","SMB","South","Medium",10542,35,0.1182,0.1804,0.0572,11,27.18,1,1
"ACCT-0756","SMB","North","Medium",16718,9,0.7352,0.6408,0.6402,1,9.75,0,0
"ACCT-0757","SMB","East","High",13580,51,0.3546,0.3767,0.3071,5,34.64,0,1
"ACCT-0758","SMB","East","Low",15054,30,0.7701,0.6961,NA,4,21.3,1,1
"ACCT-0759","Mid-Market","West","Medium",65593,8,0.5984,0.5046,0.578,2,11.21,1,1
"ACCT-0760","SMB","South","High",12933,28,0.519,0.3416,NA,7,14.71,1,0
"ACCT-0761","Mid-Market","South","Medium",41167,60,0.4184,0.4448,0.3006,4,32.08,1,0
"ACCT-0762","Mid-Market","North","Medium",51466,5,0.8801,0.7215,0.6954,0,7.25,0,0
"ACCT-0763","Enterprise","West","Medium",74661,61,0.9729,0.8941,0.8613,1,8.41,0,0
"ACCT-0764","Mid-Market","West","Medium",34001,7,0.3992,0.5294,0.6432,3,37.17,0,0
"ACCT-0765","Mid-Market","North","Low",31973,6,0.7324,0.8264,0.7546,2,10.77,0,0
"ACCT-0766","Enterprise","East","Low",168690,64,0.3653,0.4659,0.5607,6,9.33,1,0
"ACCT-0767","Mid-Market","South","Low",68748,29,0.5122,0.3595,0.4711,2,21.53,0,0
"ACCT-0768","Strategic","West","High",156731,23,0.6264,0.5644,0.5588,3,32.55,0,0
"ACCT-0769","Mid-Market","West","Low",31595,18,0.7547,0.7436,NA,2,8.28,0,0
"ACCT-0770","Strategic","South","High",246736,54,0.6163,0.6169,0.6423,4,21.44,1,0
"ACCT-0771","SMB","West","High",26136,35,0.1628,0.2842,0.1019,6,16.25,1,1
"ACCT-0772","SMB","South","Low",35182,10,0.8427,0.6565,0.8065,2,30.31,0,0
"ACCT-0773","SMB","West","High",12635,39,0.5814,0.5503,0.523,3,27.8,1,1
"ACCT-0774","SMB","West","Low",42604,42,0.7119,0.6843,0.6204,1,15.72,0,0
"ACCT-0775","Mid-Market","West","Low",64869,22,0.8211,0.6383,0.7774,2,6.91,0,0
"ACCT-0776","SMB","East","Low",33614,26,0.5349,0.5117,0.5579,3,27.87,1,0
"ACCT-0777","SMB","North","Low",11586,96,0.7273,0.7361,0.5544,4,19.95,0,0
"ACCT-0778","Strategic","East","Medium",227748,38,0.6344,0.7404,0.7395,2,8.72,0,0
"ACCT-0779","Strategic","West","Medium",131997,16,0.6988,0.6264,0.6206,1,7.87,1,0
"ACCT-0780","Enterprise","West","Medium",81309,44,0.9619,0.8326,0.7946,0,13.37,0,0
"ACCT-0781","SMB","North","High",12763,24,0.5512,0.6718,0.3389,6,22.04,1,0
"ACCT-0782","Mid-Market","East","Medium",65100,52,0.5452,0.5614,0.4367,3,11.77,0,0
"ACCT-0783","Mid-Market","North","Medium",68623,60,0.7826,0.8746,0.6793,5,17.03,0,0
"ACCT-0784","Strategic","West","Low",136929,8,0.9055,0.735,0.7727,1,12.92,0,0
"ACCT-0785","Enterprise","South","Low",127111,8,0.6168,0.6587,NA,4,17.07,1,0
"ACCT-0786","SMB","South","Low",23198,24,0.5454,0.6596,0.3646,4,8.82,1,0
"ACCT-0787","SMB","South","Medium",23847,31,0.5924,0.6684,0.5958,3,9.57,1,0
"ACCT-0788","Enterprise","North","Low",95351,36,0.816,0.9156,0.9273,1,16.17,0,0
"ACCT-0789","Mid-Market","North","Medium",21472,35,0.6294,0.5437,0.5932,1,4.91,1,0
"ACCT-0790","SMB","West","Low",24905,33,0.4395,0.5071,0.25,1,13.6,0,0
"ACCT-0791","Mid-Market","North","Low",26416,37,0.7151,0.5414,0.7291,1,11.8,0,0
"ACCT-0792","SMB","South","High",21011,36,0.5219,0.435,0.2026,3,35.28,0,1
"ACCT-0793","Strategic","South","High",192873,40,0.6274,0.6042,0.6358,1,24.99,0,0
"ACCT-0794","Mid-Market","East","Medium",19123,32,0.8327,0.697,0.453,4,13.84,0,0
"ACCT-0795","SMB","South","High",16033,47,0.5936,0.6643,NA,5,25.84,1,1
"ACCT-0796","Enterprise","South","Low",30976,28,0.9834,0.99,0.6662,0,12.29,0,1
"ACCT-0797","Mid-Market","South","High",48022,17,0.7078,0.6939,0.7322,2,18.72,1,0
"ACCT-0798","SMB","South","Low",10985,20,0.8562,0.8541,0.7473,1,11.98,1,0
"ACCT-0799","Mid-Market","South","Low",53232,34,0.4746,0.456,0.4955,4,9.17,1,0
"ACCT-0800","Mid-Market","West","Medium",24553,13,0.6409,0.5942,0.6311,1,18.33,1,0
"ACCT-0801","SMB","North","High",13160,24,0.6429,0.6038,0.517,4,21.99,1,0
"ACCT-0802","Mid-Market","West","Medium",32529,11,0.5459,0.7162,0.6239,0,14.1,0,0
"ACCT-0803","Enterprise","West","Low",48268,9,0.6852,0.7017,0.6143,3,12.53,0,1
"ACCT-0804","Mid-Market","East","Low",53757,18,0.7708,0.73,0.5907,3,7.59,0,1
"ACCT-0805","Enterprise","East","High",98672,21,0.7617,0.5624,0.5842,0,9.98,0,0
"ACCT-0806","Enterprise","East","Medium",116483,17,0.5905,0.7246,0.52,1,8.42,0,0
"ACCT-0807","Enterprise","South","Medium",76653,17,0.9253,0.9469,0.6011,1,9.64,0,0
"ACCT-0808","Enterprise","North","Low",51785,17,0.7001,0.6593,0.4925,4,9.25,0,0
"ACCT-0809","SMB","North","Low",11132,40,0.2954,0.2806,0.3997,11,10.84,1,1
"ACCT-0810","Enterprise","South","Medium",89483,19,0.8063,0.6163,0.653,0,9.26,0,0
"ACCT-0811","SMB","East","Medium",16696,19,0.5401,0.5449,NA,4,13.36,0,0
"ACCT-0812","SMB","East","Low",19503,40,0.8749,0.7121,0.8224,1,10.11,0,0
"ACCT-0813","Enterprise","East","Low",31228,48,0.99,0.9045,0.9398,2,7,0,0
"ACCT-0814","Strategic","East","High",319488,39,0.3913,0.4576,0.1954,6,18.87,1,0
"ACCT-0815","SMB","South","Medium",27811,42,0.717,0.6259,0.3479,6,10.64,1,1
"ACCT-0816","Strategic","East","Medium",76070,64,0.6748,0.7411,0.7934,3,14.7,0,0
"ACCT-0817","SMB","North","Medium",19520,26,0.4923,0.5505,0.5765,4,14.45,1,1
"ACCT-0818","Enterprise","South","Low",35438,31,0.7084,0.9,0.6796,1,6.77,1,0
"ACCT-0819","Mid-Market","West","Medium",39285,15,0.2813,0.2421,0.586,1,11.16,0,0
"ACCT-0820","SMB","East","Low",12110,14,0.5047,0.6292,NA,5,26.57,0,0
"ACCT-0821","Mid-Market","East","Medium",33917,27,0.7554,0.7326,0.6633,0,13.58,0,0
"ACCT-0822","SMB","South","Low",11528,9,0.6177,0.6113,0.5296,4,10.86,0,0
"ACCT-0823","Mid-Market","South","Medium",54663,33,0.5178,0.635,0.6388,3,6.8,0,0
"ACCT-0824","Enterprise","North","Low",65819,56,0.8722,0.8241,0.7957,1,15.42,0,0
"ACCT-0825","Strategic","South","Low",116617,44,0.99,0.8769,0.7229,2,8.93,0,0
"ACCT-0826","SMB","North","Low",12464,59,0.4168,0.3363,0.495,6,18.63,1,0
"ACCT-0827","SMB","South","Medium",31664,35,0.8478,0.638,0.4921,3,16.33,0,0
"ACCT-0828","Mid-Market","North","Medium",16121,33,0.5412,0.5651,0.4331,1,11.7,1,0
"ACCT-0829","Strategic","North","Medium",97308,34,0.99,0.99,0.8283,0,8.05,0,0
"ACCT-0830","Enterprise","North","Low",41532,86,0.9248,0.8439,0.5023,2,5.47,0,0
"ACCT-0831","SMB","East","Low",21148,25,0.8332,0.6451,0.665,3,12.95,0,0
"ACCT-0832","Mid-Market","East","High",43196,40,0.2837,0.5595,0.269,5,18.64,0,0
"ACCT-0833","Enterprise","South","Low",104098,12,0.8419,0.99,0.8591,3,12.91,0,0
"ACCT-0834","Mid-Market","West","Medium",44245,11,0.8327,0.8191,0.5655,1,5.88,0,0
"ACCT-0835","Mid-Market","East","Low",41187,23,0.8546,0.8354,0.6861,1,10.76,1,0
"ACCT-0836","Mid-Market","South","Low",72518,45,0.6079,0.6391,0.6806,0,13.5,0,0
"ACCT-0837","Enterprise","West","Medium",96168,18,0.801,0.7815,0.6455,3,7.24,0,1
"ACCT-0838","Mid-Market","North","Medium",43724,25,0.5117,0.5483,0.2498,1,15.23,0,0
"ACCT-0839","Enterprise","North","Low",61829,9,0.4956,0.3414,0.5169,3,7.35,0,0
"ACCT-0840","Mid-Market","North","High",27895,68,0.6638,0.5156,0.5224,2,14.25,0,1
"ACCT-0841","Strategic","South","Low",217192,11,0.6269,0.4992,0.4834,2,9.52,1,0
"ACCT-0842","Enterprise","West","Low",86189,11,0.7549,0.6244,0.7816,2,41.25,0,0
"ACCT-0843","Mid-Market","West","Low",59555,38,0.5121,0.5671,0.477,4,17.6,0,0
"ACCT-0844","Enterprise","North","Low",108255,51,0.2902,0.3143,0.319,2,24.02,0,0
"ACCT-0845","Enterprise","South","Medium",82675,7,0.4778,0.791,0.5856,3,12.26,0,1
